Country; Number; Position; FIFA Display Name; Last Name; First Name; Shirt Name; Date of Birth; Club; Club Country; Height
South Africa;14; Defender; Matthew BOOTH; BOOTH; Matthew Paul; BOOTH;14-mar.-77; Mamelodi Sundowns; RSA;198
South Africa;15; Defender; Lucas THWALA; THWALA; Lucas; THWALA;19-oct.-81; Orlando Pirates; RSA;170
South Africa;16; Goalkeeper; Itumeleng KHUNE; KHUNE; Itumeleng; KHUNE;20-jun.-87; Kaizer Chiefs; RSA;180
South Africa;17; Forward; Bernard PARKER; PARKER; Bernard Melvin; PARKER;16-mar.-86; Twente Enschede; NED;172
South Africa;18; Forward; Siyabonga NOMVETHE; NOMVETHE; Siyabonga Eugene; NOMVETHE;02-dic.-77; Moroka Swallows; RSA;173
South Africa;19; Midfielder; Surprise MORIRI; MORIRI; Surprise; MORIRI;20-mar.-80; Mamelodi Sundowns; RSA;173
South Africa;20; Defender; Bongani KHUMALO; KHUMALO; Bongani; KHUMALO;06-ene.-87; SuperSport Utd.; RSA;184
South Africa;21; Defender; Siyabonga SANGWENI; SANGWENI; Siyabonga; SANGWENI;29-sep.-81; Golden Arrows; RSA;182
South Africa;22; Goalkeeper; Shu-Aib WALTERS; WALTERS; Shu-Aib; WALTERS;26-dic.-81; Maritzburg Utd.; RSA;188
South Africa;23; Midfielder; Thanduyise KHUBONI; KHUBONI; Thanduyise; KHUBONI;23-may.-86; Golden Arrows; RSA;181
Spain;1; Goalkeeper; Iker CASILLAS; CASILLAS FERNANDEZ; Iker; CASILLAS;20-may.-81; Real Madrid; ESP;184
Spain;2; Defender; Raul ALBIOL; ALBIOL TORTAJADA; Raul; R.ALBIOL;04-sep.-85; Real Madrid; ESP;187
Spain;3; Defender; Gerard PIQUE; PIQUE BERNABEU; Gerard; PIQUÉ;02-feb.-87; Barcelona; ESP;192
Spain;4; Defender; Carlos MARCHENA; MARCHENA LOPEZ; Carlos; C.MARCHENA;31-jul.-79; Valencia; ESP;182
Spain;5; Defender; Carles PUYOL; PUYOL SAFORCADA; Carlos; PUYOL;13-abr.-78; Barcelona; ESP;178
Spain;6; Midfielder; Andres INIESTA; INIESTA LUJAN; Andres; A.INIESTA;11-may.-84; Barcelona; ESP;170
Spain;7; Forward; David VILLA; VILLA SANCHEZ; David; DAVID VILLA;03-dic.-81; Valencia; ESP;175
Spain;8; Midfielder; XAVI; HERNANDEZ CREUS; Xavier; XAVI;25-ene.-80; Barcelona; ESP;170
Spain;9; Forward; Fernando TORRES; TORRES SANZ; Fernando José; TORRES;20-mar.-84; Liverpool; ENG;181
Spain;10; Midfielder; Cesc FABREGAS; FABREGAS SOLER; Francesc; FABREGAS;04-may.-87; Arsenal; ENG;175
Spain;11; Defender; Joan CAPDEVILA; CAPDEVILA MENDEZ; Joan; CAPDEVILA;03-feb.-78; Villarreal; ESP;182
Spain;12; Goalkeeper; Victor VALDES; VALDES ARRIBAS; Victor; V.VALDES;14-ene.-82; Barcelona; ESP;183
Spain;13; Forward; Juan Manuel MATA; MATA GARCIA; Juan Manuel; MATA;28-abr.-88; Valencia; ESP;174
Spain;14; Midfielder; XABI ALONSO; ALONSO OLANO; Xabier; ALONSO;25-nov.-81; Real Madrid; ESP;183
Spain;15; Defender; SERGIO RAMOS; RAMOS GARCIA; Sergio; RAMOS;30-mar.-86; Real Madrid; ESP;183
Spain;16; Midfielder; Sergio BUSQUETS; BUSQUETS BURGOS; Sergio; SERGIO;16-jul.-88; Barcelona; ESP;189
Spain;17; Defender; Alvaro ARBELOA; ARBELOA COCA; Alvaro; ARBELOA;17-ene.-83; Real Madrid; ESP;184
Spain;18; Forward; PEDRO; RODRIGUE LEDESMA; Pedro Eliezer; PEDRO;28-jul.-87; Barcelona; ESP;169
Spain;19; Forward; Fernando LLORENTE; LLORENTE TORRES; Fernando Javier; LLORENTE;26-feb.-85; Athletic Bilbao; ESP;194
Spain;20; Midfielder; Javier MARTINEZ; MARTINEZ AGUINAGA; Javier; J.MARTINEZ;02-sep.-88; Athletic Bilbao; ESP;190
Spain;21; Midfielder; DAVID SILVA; JIMENEZ SILVA; David Josue; SILVA;08-ene.-86; Valencia; ESP;177
Spain;22; Forward; Jesus NAVAS; NAVAS GONZALEZ; Jesus; J.NAVAS;21-nov.-85; Sevilla FC; ESP;172
Spain;23; Goalkeeper; Pepe REINA; REINA PAEZ; José Manuel; REINA;31-ago.-82; Liverpool; ENG;187
Switzerland;1; Goalkeeper; Diego BENAGLIO; BENAGLIO; Diego; BENAGLIO;08-sep.-83; Wolfsburg; GER;193
Switzerland;2; Defender; Stephan LICHTSTEINER; LICHTSTEINER; Stephan; LICHTSTEINER;16-ene.-84; Lazio; ITA;180
Switzerland;3; Defender; Ludovic MAGNIN; MAGNIN; Ludovic; MAGNIN;20-abr.-79; FC Zurich; SUI;186
Switzerland;4; Defender; Philippe SENDEROS; SENDEROS; Philippe; SENDEROS;14-feb.-85; Everton; ENG;190
Switzerland;5; Defender; Steve VON BERGEN; VON BERGEN; Steve; VON BERGEN;10-jun.-83; Hertha Berlin; GER;183
Switzerland;6; Midfielder; Benjamin HUGGEL; HUGGEL; Benjamin; HUGGEL;07-jul.-77; Basel; SUI;190
Switzerland;7; Midfielder; Tranquillo BARNETTA; BARNETTA; Tranquillo; BARNETTA;22-may.-85; Bayer Leverkusen; GER;178
Switzerland;8; Midfielder; Gokhan INLER; INLER; Gokhan; INLER;27-jun.-84; Udinese; ITA;183
Switzerland;9; Forward; Alexander FREI; FREI; Alexander; FREI;15-jul.-79; Basel; SUI;180
Switzerland;10; Forward; Blaise NKUFO; NKUFO; Blaise; NKUFO;25-may.-75; Twente Enschede; NED;186
Switzerland;11; Midfielder; Valon BEHRAMI; BEHRAMI; Valon; BEHRAMI;19-abr.-85; West Ham Utd.; ENG;184
Switzerland;12; Goalkeeper; Marco WOELFLI; WÖLFLI; Marco; WÖLFLI;22-ago.-82; Young Boys; SUI;185
Switzerland;13; Defender; Stephane GRICHTING; GRICHTING; Stephane; GRICHTING;30-mar.-79; Auxerre; FRA;186
Switzerland;14; Midfielder; Marco PADALINO; PADALINO; Marco; PADALINO;08-dic.-83; Sampdoria; ITA;177
Switzerland;15; Midfielder; Hakan YAKIN; YAKIN; Hakan; YAKIN;22-feb.-77; Lucerne; SUI;180
Switzerland;16; Midfielder; Gelson FERNANDES; TAVARES FERNANDES; Gelson; FERNANDES;02-sep.-86; Saint-Etienne; FRA;183
Switzerland;17; Defender; Reto ZIEGLER; ZIEGLER; Reto; ZIEGLER;16-ene.-86; Sampdoria; ITA;183
Switzerland;18; Forward; Albert BUNJAKU; BUNJAKU; Albert; BUNJAKU;29-nov.-83; Nuremberg; GER;178
Switzerland;19; Forward; Eren DERDIYOK; DERDIYOK; Eren; DERDIYOK;12-jun.-88; Bayer Leverkusen; GER;190
Switzerland;20; Midfielder; Pirmin SCHWEGLER; SCHWEGLER; Pirmin; SCHWEGLER;09-mar.-87; Eintracht Frankfurt; GER;178
Switzerland;21; Goalkeeper; Johnny LEONI; LEONI; Johnny; LEONI;30-jun.-84; FC Zurich; SUI;189
Switzerland;22; Defender; Mario EGGIMANN; EGGIMANN; Mario; EGGIMANN;24-ene.-81; Hannover 96; GER;184
Switzerland;23; Midfielder; Xherdan SHAQIRI; SHAQIRI; Xherdan; SHAQIRI;10-oct.-91; Basel; SUI;169
Uruguay;1; Goalkeeper; Fernando MUSLERA; MUSLERA MICOL; Nestor Fernando; MUSLERA;16-jun.-86; Lazio; ITA;190
Uruguay;2; Defender; Diego LUGANO; LUGANO MORENO; Diego Alfredo; LUGANO;02-nov.-80; Fenerbahce; TUR;188
Uruguay;3; Defender; Diego GODIN; GODIN LEAL; Diego Roberto; GODIN;16-feb.-86; Villarreal; ESP;185
Uruguay;4; Defender; Jorge FUCILE; FUCILE PERDOMO; Jorge Ciro; FUCILE;19-nov.-84; Porto; POR;177
Uruguay;5; Midfielder; Walter GARGANO; GARGANO GUEVARA; Walter Alejandro; GARGANO;23-jul.-84; Napoli; ITA;168
Uruguay;6; Defender; Mauricio VICTORINO; VICTORINO DANSILIO; Mauricio Bernardo; VICTORINO;11-oct.-82; Univ. de Chile; CHI;182
Uruguay;7; Forward; Edinson CAVANI; CAVANI GOMEZ; Edinson Roberto; CAVANI;14-feb.-87; Palermo; ITA;188
Uruguay;8; Midfielder; Sebastian EGUREN; EGUREN LEDESMA; Sebastian; EGUREN;08-ene.-81; AIK Stockholm; SWE;186
Uruguay;9; Forward; Luis SUAREZ; SUAREZ DIAZ; Luis Alberto; SUAREZ;24-ene.-87; Ajax; NED;181
Uruguay;10; Forward; Diego FORLAN; FORLÁN CORAZO; Diego; FORLAN;19-may.-79; Atletico Madrid; ESP;181
Uruguay;11; Midfielder; Alvaro PEREIRA; PEREIRA BARRAGAN; Alvaro Daniel; A.PEREIRA;28-nov.-85; Porto; POR;182
Uruguay;12; Goalkeeper; Juan CASTILLO; CASTILLO IRIART; Juan Guillermo; CASTILLO;17-abr.-78; Deportivo Cali; COL;181
Uruguay;13; Forward; Sebastian ABREU; ABREU GALLO; Washington Sebastian; W.S.ABREU.G;17-oct.-76; Botafogo; BRA;193
Uruguay;14; Midfielder; Nicolas LODEIRO; LODEIRO BENITEZ; Marcelo Nicolas; LODEIRO;21-mar.-89; Ajax; NED;173
Uruguay;15; Midfielder; Diego PEREZ; PEREZ AGUADO; Diego Fernando; PEREZ;18-may.-80; Monaco; FRA;176
Uruguay;16; Defender; Maximiliano PEREIRA; PEREIRA PAEZ; Victorio Maximiliano; M.PEREIRA;08-jun.-84; Benfica; POR;173
Uruguay;17; Midfielder; Egidio AREVALO; AREVALO RIOS; Egidio Raul; AREVALO RIOS;01-ene.-82; Penarol; URU;168
Uruguay;18; Midfielder; Ignacio GONZALEZ; GONZALEZ GATTI; Ignacio Maria; I.GONZALEZ;14-may.-82; Valencia; ESP;180
Uruguay;19; Defender; Andres SCOTTI; SCOTTI PONCE DE LEON; Andres; SCOTTI;14-dic.-75; Colo Colo; CHI;183
Uruguay;20; Midfielder; Alvaro FERNANDEZ; FERNANDEZ GAY; Alvaro A.; FERNANDEZ;11-oct.-85; Univ. de Chile; CHI;185
Uruguay;21; Forward; Sebastian FERNANDEZ; FERNANDEZ MIGLIERINA; Sebastián Bruno; S.FERNANDEZ;23-may.-85; Banfield; ARG;167
Uruguay;22; Defender; Martin CACERES; CACERES SILVA; José Martín; CACERES;07-abr.-87; Juventus; ITA;178
Uruguay;23; Goalkeeper; Martin SILVA; SILVA LEITES; Martin Andres; SILVA;25-mar.-83; Defensor Sporting; URU;187
USA;1; Goalkeeper; Tim HOWARD; HOWARD; Timothy Matthew; HOWARD;06-mar.-79; Everton; ENG;187
USA;2; Defender; Jonathan SPECTOR; SPECTOR; Jonathan Michael Paul; SPECTOR;01-mar.-86; West Ham Utd.; ENG;183
USA;3; Defender; Carlos BOCANEGRA; BOCANEGRA; Carlos Manuel; BOCANEGRA;25-may.-79; Rennes; FRA;184
USA;4; Midfielder; Michael BRADLEY; BRADLEY; Michael Sheehan; BRADLEY;31-jul.-87; Borussia Moenchengladbach; GER;185
USA;5; Defender; Oguchi ONYEWU; ONYEWU; Oguchialu Chijioke; ONYEWU;13-may.-82; AC Milan; ITA;192
USA;6; Defender; Steve CHERUNDOLO; CHERUNDOLO; Steven Emil; CHERUNDOLO;19-feb.-79; Hannover 96; GER;168
USA;7; Midfielder; DaMarcus BEASLEY; BEASLEY; DaMarcus Lamont; BEASLEY;24-may.-82; Rangers; SCO;170
USA;8; Midfielder; Clint DEMPSEY; DEMPSEY; Clinton; DEMPSEY;09-mar.-83; Fulham; ENG;185
USA;9; Forward; Herculez GOMEZ; GOMEZ; Herculez; GOMEZ;06-abr.-82; Puebla; MEX;178
USA;10; Midfielder; Landon DONOVAN; DONOVAN; Landon Timothy; DONOVAN;04-mar.-82; Los Angeles Galaxy; USA;173
USA;11; Midfielder; Stuart HOLDEN; HOLDEN; Stuart Alistair; HOLDEN;01-ago.-85; Bolton Wanderers; ENG;178
USA;12; Defender; Jonathan BORNSTEIN; BORNSTEIN; Jonathan Rey; BORNSTEIN;07-nov.-84; Chivas USA; USA;175
USA;13; Midfielder; Ricardo CLARK; CLARK; Ricardo Anthony; CLARK;10-feb.-83; Eintracht Frankfurt; GER;178
USA;14; Forward; Edson BUDDLE; BUDDLE; Edson Michael; BUDDLE;21-may.-81; Los Angeles Galaxy; USA;185
USA;15; Defender; Jay DeMERIT; DE MERIT; Jay Michael; DEMERIT;04-dic.-79; Watford; ENG;180
USA;16; Midfielder; Francisco TORRES; TORRES MEZZELL; Jose Francisco; TORRES;29-oct.-87; Pachuca; MEX;168
USA;17; Forward; Jozy ALTIDORE; ALTIDORE; Josmer Volmy; ALTIDORE;06-nov.-89; Hull City; ENG;185
USA;18; Goalkeeper; Brad GUZAN; GUZAN; Bradley Edwin; GUZAN;09-sep.-84; Aston Villa; ENG;193
USA;19; Midfielder; Maurice EDU; EDU; Maurice; EDU;18-abr.-86; Rangers; SCO;183
USA;20; Forward; Robbie FINDLEY; FINDLEY; Robert; FINDLEY;04-ago.-85; Real Salt Lake; USA;175
USA;21; Defender; Clarence GOODSON; GOODSON IV; Clarence Edgar; GOODSON;17-may.-82; IK Start; NOR;193
USA;22; Midfielder; Benny FEILHABER; FEILHABER; Benny; FEILHABER;19-ene.-85; AGF Aarhus; DEN;175
USA;23; Goalkeeper; Marcus HAHNEMANN; HAHNEMANN; Marcus; HAHNEMANN;15-jun.-72; Wolverhampton; ENG;192
